,BHID,FROM,TO,LITHO_DESC
57041,2217,0.0,7.62,Casing
57042,2217,7.62,14.14,Intermediate to Ultramafic Volcanics
57043,2217,14.14,37.76,Early Diorite
57044,2217,37.76,40.23,Intermediate to Ultramafic Volcanics
57045,2217,40.23,40.99,Felsic to Intermediate Dykes
57046,2217,40.99,51.29,Intermediate to Ultramafic Volcanics
57047,2217,51.29,65.83,Diorite
57048,2217,65.83,69.73,Intermediate to Ultramafic Volcanics
57049,2218,0.0,9.14,Casing
57050,2218,9.14,19.65,Early Diorite
57051,2218,19.65,20.11,Intermediate to Ultramafic Volcanics
57052,2218,20.11,21.15,Early Diorite
57053,2218,21.15,39.38,Intermediate to Ultramafic Volcanics
57054,2218,39.38,43.89,Early Diorite
57055,2218,43.89,57.15,Early Diorite
57056,2218,57.15,60.35,Intermediate to Ultramafic Volcanics
57057,2219,0.0,11.58,Casing
57058,2219,11.58,17.86,Intermediate to Ultramafic Volcanics
57059,2219,17.86,22.73,Felsic to Intermediate Dykes
57060,2219,22.73,37.18,Intermediate to Ultramafic Volcanics
57061,2219,37.18,41.54,Early Diorite
57062,2219,41.54,53.18,Felsic to Intermediate Dykes
57063,2219,53.18,60.35,Intermediate to Ultramafic Volcanics
57069,2220,0.0,12.19,Casing
57070,2220,12.19,60.65,Intermediate to Ultramafic Volcanics
57071,2220,60.65,63.94,Early Diorite
57072,2220,63.94,105.46,Intermediate to Ultramafic Volcanics
57700,23,0.0,3.04,Casing
57701,23,3.04,44.86,Intermediate to Ultramafic Volcanics
57702,23,44.86,46.08,Early Diorite
57703,23,46.08,50.62,Intermediate to Ultramafic Volcanics
57704,23,50.62,65.1,Early Diorite
57705,23,65.1,70.19,Intermediate to Ultramafic Volcanics
57706,23,70.19,71.59,Felsic to Intermediate Dykes
57707,23,71.59,73.27,Intermediate to Ultramafic Volcanics
57708,23,73.27,74.52,Felsic to Intermediate Dykes
57709,23,74.52,77.87,Intermediate to Ultramafic Volcanics
57710,23,77.87,80.77,Felsic to Intermediate Dykes
57711,23,80.77,86.95,Intermediate to Ultramafic Volcanics
57712,23,86.95,96.62,Early Diorite
57713,23,96.62,99.91,Shear Zone
57714,23,99.91,102.96,Intermediate to Ultramafic Volcanics
57715,23,102.96,105.91,Early Diorite
57716,23,105.91,107.04,Shear Zone
57717,23,107.04,109.05,Felsic to Intermediate Dykes
57718,23,109.05,115.33,Shear Zone
57719,23,115.33,117.28,Felsic to Intermediate Dykes
57720,23,117.28,121.92,Shear Zone
57721,23,121.92,130.63,Intermediate to Ultramafic Volcanics
57722,23,130.63,131.06,Felsic to Intermediate Dykes
57723,23,131.06,133.5,Shear Zone
57724,23,133.5,156.05,Intermediate to Ultramafic Volcanics
58351,24,0.0,1.82,Casing
58352,24,1.82,17.37,Intermediate to Ultramafic Volcanics
58353,24,17.37,19.65,Felsic to Intermediate Dykes
58354,24,19.65,24.01,Intermediate to Ultramafic Volcanics
58355,24,24.01,25.9,Felsic to Intermediate Dykes
58356,24,25.9,50.9,Intermediate to Ultramafic Volcanics
58357,24,50.9,53.94,Early Diorite
58358,24,53.94,67.66,Intermediate to Ultramafic Volcanics
58359,24,67.66,71.32,Early Diorite
58360,24,71.32,76.2,Intermediate to Ultramafic Volcanics
58361,24,76.2,83.97,Early Diorite
58362,24,83.97,90.52,Intermediate to Ultramafic Volcanics
58363,24,90.52,101.49,Early Diorite
58364,24,101.49,125.42,Early Diorite
58365,24,125.42,127.25,Felsic to Intermediate Dykes
58366,24,127.25,129.54,Early Diorite
58367,24,129.54,137.92,Intermediate to Ultramafic Volcanics
58368,24,137.92,141.88,Early Diorite
58369,24,141.88,144.78,Intermediate to Ultramafic Volcanics
58370,24,144.78,154.22,Early Diorite
58387,2401,0.0,3.04,Casing
58388,2401,3.04,3.81,Felsic to Intermediate Dykes
58389,2401,3.81,6.24,Quartz-Tourmaline Veins
58390,2401,6.24,12.95,Intermediate to Ultramafic Volcanics
58391,2401,12.95,21.94,Early Diorite
58392,2401,21.94,34.29,Intermediate to Ultramafic Volcanics
58393,2401,34.29,35.5,Early Diorite
58394,2401,35.5,38.7,Intermediate to Ultramafic Volcanics
58395,2402,0.0,3.04,Casing
58396,2402,3.04,16.3,Intermediate to Ultramafic Volcanics
58397,2402,16.3,29.87,Indifferenciated Tuffs
58398,2403,0.0,4.26,Casing
58399,2403,4.26,8.07,Intermediate to Ultramafic Volcanics
58400,2403,8.07,12.03,Felsic to Intermediate Dykes
58401,2403,12.03,29.1,Intermediate to Ultramafic Volcanics
58402,2403,29.1,36.36,Early Diorite
58403,2403,36.36,38.1,Felsic to Intermediate Dykes
58404,2404,0.0,3.04,Casing
58405,2404,3.04,10.21,Felsic to Intermediate Dykes
58406,2404,10.21,14.32,Intermediate to Ultramafic Volcanics
58407,2404,14.32,17.52,Indifferenciated Tuffs
58408,2404,17.52,17.98,Intermediate to Ultramafic Volcanics
58409,2404,17.98,30.17,Indifferenciated Tuffs
58410,2405,0.0,6.7,Casing
58411,2405,6.7,13.25,Intermediate to Ultramafic Volcanics
58412,2405,13.25,14.87,Early Diorite
58413,2405,14.87,16.45,Intermediate to Ultramafic Volcanics
58414,2405,16.45,18.13,Early Diorite
58415,2405,18.13,19.05,Intermediate to Ultramafic Volcanics
58416,2405,19.05,23.16,Felsic to Intermediate Dykes
58417,2405,23.16,33.83,Intermediate to Ultramafic Volcanics
58418,2405,33.83,35.35,Felsic to Intermediate Dykes
58419,2405,35.35,37.42,Intermediate to Ultramafic Volcanics
58420,2405,37.42,38.51,Felsic to Intermediate Dykes
58421,2405,38.51,41.81,Intermediate to Ultramafic Volcanics
58422,2406,0.0,4.26,Casing
58423,2406,4.26,29.87,Indifferenciated Tuffs
58450,2412,0.0,6.09,Casing
58451,2412,6.09,12.8,Indifferenciated Tuffs
58452,2412,12.8,17.37,Intermediate to Ultramafic Volcanics
58453,2412,17.37,23.46,Felsic to Intermediate Dykes
58454,2412,23.46,37.79,Intermediate to Ultramafic Volcanics
58455,2413,0.0,4.26,Casing
58456,2413,4.26,9.29,Indifferenciated Tuffs
58457,2413,9.29,16.15,Intermediate to Ultramafic Volcanics
58458,2413,16.15,21.64,Felsic to Intermediate Dykes
58459,2413,21.64,30.48,Intermediate to Ultramafic Volcanics
58502,2422,0.0,6.09,Casing
58503,2422,6.09,51.81,Indifferenciated Tuffs
58504,2422,51.81,57.91,Intermediate to Ultramafic Volcanics
58505,2423,0.0,3.04,Casing
58506,2423,3.04,8.68,Intermediate to Ultramafic Volcanics
58507,2423,8.68,15.91,Intermediate to Ultramafic Volcanics
58508,2424,0.0,6.09,Casing
58509,2424,6.09,12.34,Intermediate to Ultramafic Volcanics
58510,2424,12.34,17.83,Felsic to Intermediate Dykes
58511,2424,17.83,21.33,Intermediate to Ultramafic Volcanics
58512,2424,21.33,30.48,Indifferenciated Tuffs
58513,2425,0.0,5.48,Casing
58514,2425,5.48,9.44,Intermediate to Ultramafic Volcanics
58515,2425,9.44,10.63,Early Diorite
58516,2425,10.63,17.16,Intermediate to Ultramafic Volcanics
58517,2425,17.16,18.59,Early Diorite
58518,2425,18.59,25.23,Intermediate to Ultramafic Volcanics
58519,2425,25.23,27.09,Felsic to Intermediate Dykes
58520,2425,27.09,27.27,Intermediate to Ultramafic Volcanics
58521,2425,27.27,29.8,Early Diorite
58522,2425,29.8,34.13,Felsic to Intermediate Dykes
58523,2425,34.13,38.4,Intermediate to Ultramafic Volcanics
58524,2426,0.0,8.53,Casing
58525,2426,8.53,9.69,Intermediate to Ultramafic Volcanics
58526,2426,9.69,17.98,Felsic to Intermediate Dykes
58527,2426,17.98,29.87,Intermediate to Ultramafic Volcanics
58528,2427,0.0,10.05,Casing
58529,2427,10.05,17.37,Early Diorite
58530,2427,17.37,23.77,Intermediate to Ultramafic Volcanics
58531,2427,23.77,25.6,Felsic to Intermediate Dykes
58532,2427,25.6,28.95,Intermediate to Ultramafic Volcanics
58533,2427,28.95,30.78,Early Diorite
58534,2427,30.78,35.66,Intermediate to Ultramafic Volcanics
58535,2427,35.66,37.18,Early Diorite
58536,2427,37.18,37.52,Intermediate to Ultramafic Volcanics
59112,25,0.0,10.05,Casing
59113,25,10.05,16.76,Early Diorite
59114,25,16.76,33.52,Shear Zone
59115,25,33.52,41.3,Intermediate to Ultramafic Volcanics
59116,25,41.3,47.39,Early Diorite
59117,25,47.39,80.77,Intermediate to Ultramafic Volcanics
59118,25,80.77,92.14,Early Diorite
59119,25,92.14,121.92,Intermediate to Ultramafic Volcanics
59120,25,121.92,146.6,Intermediate to Ultramafic Volcanics
59711,2586,0.0,0.91,Casing
59712,2586,0.91,20.23,Intermediate to Ultramafic Volcanics
59713,2586,20.23,25.29,Early Diorite
59714,2586,25.29,27.12,Early Diorite
59715,2586,27.12,31.39,Intermediate to Ultramafic Volcanics
59716,2587,0.0,1.52,Casing
59717,2587,1.52,7.16,Early Diorite
59718,2587,7.16,23.01,Early Diorite
59719,2587,23.01,31.08,Early Diorite
59720,2588,0.0,0.6,Casing
59721,2588,0.6,10.97,Early Diorite
59722,2588,10.97,16.76,Early Diorite
59723,2588,16.76,25.45,Early Diorite
59724,2588,25.45,26.21,Felsic to Intermediate Dykes
59725,2588,26.21,28.04,Early Diorite
59726,2588,28.04,37.94,Early Diorite
59727,2589,0.0,3.35,Casing
59728,2589,3.35,11.88,Intermediate to Ultramafic Volcanics
59729,2589,11.88,31.39,Early Diorite
59742,2590,0.0,0.6,Casing
59743,2590,0.6,6.4,Early Diorite
59744,2590,6.4,15.24,Early Diorite
59745,2590,15.24,20.11,Early Diorite
59746,2590,20.11,26.21,Early Diorite
59823,26,0.0,10.66,Casing
59824,26,10.66,11.73,Early Diorite
59825,26,11.73,28.04,Intermediate to Ultramafic Volcanics
59826,26,28.04,28.95,Shear Zone
59827,26,28.95,43.28,Early Diorite
59828,26,43.28,51.81,Shear Zone
59829,26,51.81,57.91,Early Diorite
59830,26,57.91,59.43,Shear Zone
59831,26,59.43,61.26,Early Diorite
59832,26,61.26,62.78,Shear Zone
60328,27,0.0,3.2,Casing
60329,27,3.2,3.71,Felsic to Intermediate Dykes
60330,27,3.71,5.51,Early Diorite
60331,27,5.51,8.83,Shear Zone
60332,27,8.83,9.66,Early Diorite
60333,27,9.66,12.8,Shear Zone
60334,27,12.8,13.8,Early Diorite
60335,27,13.8,49.22,Intermediate to Ultramafic Volcanics
60336,27,49.22,61.44,Early Diorite
60337,27,61.44,65.37,Intermediate to Ultramafic Volcanics
60338,27,65.37,68.58,Shear Zone
60339,27,68.58,78.63,Early Diorite
60340,27,78.63,97.23,Shear Zone
63128,3,0.0,3.04,Casing
63129,3,3.04,27.73,Early Diorite
63130,3,27.73,42.64,Felsic to Intermediate Dykes
63131,3,42.64,43.89,Early Diorite
63132,3,43.89,79.24,Felsic to Intermediate Dykes
63133,3,79.24,94.18,Intermediate to Ultramafic Volcanics
63134,3,94.18,128.93,Early Diorite
63135,3,128.93,145.54,Intermediate to Ultramafic Volcanics
71873,4,0.0,9.14,Casing
71874,4,9.14,27.64,Early Diorite
71875,4,27.64,32.76,Felsic to Intermediate Dykes
71876,4,32.76,57.91,Early Diorite
71877,4,57.91,74.67,Intermediate to Ultramafic Volcanics
71878,4,74.67,79.55,Early Diorite
71879,4,79.55,93.87,Intermediate to Ultramafic Volcanics
71880,4,93.87,96.8,Diorite
71881,4,96.8,103.93,Intermediate to Ultramafic Volcanics
71882,4,103.93,121.92,Early Diorite
71883,4,121.92,124.35,Intermediate to Ultramafic Volcanics
80343,5,0.0,6.7,Casing
80344,5,6.7,7.62,Felsic to Intermediate Dykes
80345,5,7.62,24.38,Intermediate to Ultramafic Volcanics
80346,5,24.38,30.48,Felsic to Intermediate Dykes
80347,5,30.48,51.81,Early Diorite
80348,5,51.81,54.86,Felsic to Intermediate Dykes
80349,5,54.86,60.96,Early Diorite
80350,5,60.96,63.39,Felsic to Intermediate Dykes
80351,5,63.39,87.63,Early Diorite
80352,5,87.63,97.01,Intermediate to Ultramafic Volcanics
80353,5,97.01,103.78,Early Diorite
80354,5,103.78,106.68,Intermediate to Ultramafic Volcanics
80355,5,106.68,112.68,Early Diorite
80356,5,112.68,117.65,Intermediate to Ultramafic Volcanics
80357,5,117.65,126.79,Early Diorite
80358,5,126.79,128.56,Intermediate to Ultramafic Volcanics
80359,5,128.56,136.39,Early Diorite
81841,523,0.0,7.92,Casing
81842,523,7.92,27.37,Intermediate to Ultramafic Volcanics
81843,523,27.37,28.04,Felsic to Intermediate Dykes
81844,523,28.04,40.66,Intermediate to Ultramafic Volcanics
81845,523,40.66,41.08,Early Diorite
81846,523,41.08,41.87,Intermediate to Ultramafic Volcanics
81847,523,41.87,43.06,Early Diorite
81848,523,43.06,44.43,Intermediate to Ultramafic Volcanics
81849,523,44.43,54.01,Early Diorite
81850,523,54.01,92.96,Intermediate to Ultramafic Volcanics
82017,525,0.0,9.75,Casing
82018,525,9.75,15.17,Indifferenciated Tuffs
82019,525,15.17,15.84,Early Diorite
82020,525,15.84,23.89,Indifferenciated Tuffs
82021,525,23.89,28.28,Early Diorite
82022,525,28.28,29.56,Intermediate to Ultramafic Volcanics
82023,525,29.56,32.61,Early Diorite
82024,525,32.61,76.8,Intermediate to Ultramafic Volcanics
82318,527,0.0,4.57,Casing
82319,527,4.57,41.75,Intermediate to Ultramafic Volcanics
82320,527,41.75,47.54,Indifferenciated Tuffs
82321,527,47.54,68.58,Intermediate to Ultramafic Volcanics
82322,527,68.58,74.67,Indifferenciated Tuffs
82323,527,74.67,76.56,Diorite
82324,527,76.56,91.74,Early Diorite
82487,529,0.0,5.48,Casing
82488,529,5.48,14.38,Early Diorite
82489,529,14.38,14.69,Intermediate to Ultramafic Volcanics
82490,529,14.69,21.03,Early Diorite
82491,529,21.03,22.37,Intermediate to Ultramafic Volcanics
82492,529,22.37,31.12,Intermediate to Ultramafic Volcanics
82493,529,31.12,38.16,Intermediate to Ultramafic Volcanics
82494,529,38.16,39.62,Early Diorite
82495,529,39.62,44.89,Intermediate to Ultramafic Volcanics
82496,529,44.89,44.98,Early Diorite
82497,529,44.98,45.17,Intermediate to Ultramafic Volcanics
82498,529,45.17,45.65,Early Diorite
82499,529,45.65,48.76,Intermediate to Ultramafic Volcanics
82585,531,0.0,5.18,Casing
82586,531,5.18,14.93,Early Diorite
82587,531,14.93,17.52,Felsic to Intermediate Dykes
82588,531,17.52,20.87,Early Diorite
82589,531,20.87,22.73,Intermediate to Ultramafic Volcanics
82590,531,22.73,30.17,Early Diorite
82698,532,0.0,5.79,Casing
82699,532,5.79,17.37,Early Diorite
82700,532,17.37,34.59,Early Diorite
82701,532,34.59,87.78,Early Diorite
82702,532,87.78,90.37,Intermediate to Ultramafic Volcanics
82703,532,90.37,96.92,Early Diorite
82704,532,96.92,98.45,Intermediate to Ultramafic Volcanics
82805,534,0.0,6.7,Casing
82806,534,6.7,9.38,Early Diorite
82807,534,9.38,9.93,Intermediate to Ultramafic Volcanics
82808,534,9.93,10.69,Early Diorite
82809,534,10.69,74.18,Intermediate to Ultramafic Volcanics
82810,534,74.18,75.43,Diorite
82811,534,75.43,86.53,Intermediate to Ultramafic Volcanics
82812,534,86.53,90.09,Early Diorite
82813,534,90.09,93.26,Indifferenciated Tuffs
82814,534,93.26,98.45,Intermediate to Ultramafic Volcanics
83036,537,0.0,6.09,Casing
83037,537,6.09,12.19,Indifferenciated Tuffs
83038,537,12.19,18.28,Intermediate to Ultramafic Volcanics
83039,537,18.28,34.86,Indifferenciated Tuffs
83040,537,34.86,36.36,Intermediate to Ultramafic Volcanics
83041,537,36.36,37.49,Indifferenciated Tuffs
83042,537,37.49,38.28,Intermediate to Ultramafic Volcanics
83043,537,38.28,52.36,Indifferenciated Tuffs
83044,537,52.36,71.01,Intermediate to Ultramafic Volcanics
83045,537,71.01,72.54,Indifferenciated Tuffs
83046,537,72.54,90.22,Intermediate to Ultramafic Volcanics
83362,543,0.0,4.87,Casing
83363,543,4.87,10.66,Intermediate to Ultramafic Volcanics
83364,543,10.66,18.59,Early Diorite
83499,545,0.0,1.82,Casing
83500,545,1.82,22.7,Early Diorite
84623,56,0.0,8.38,Casing
84624,56,8.38,10.94,Early Diorite
84625,56,10.94,15.24,Intermediate to Ultramafic Volcanics
84626,56,15.24,55.35,Early Diorite
84627,56,55.35,56.41,Intermediate to Ultramafic Volcanics
84628,56,56.41,59.98,Felsic to Intermediate Dykes
84629,56,59.98,63.91,Intermediate to Ultramafic Volcanics
84630,56,63.91,65.07,Early Diorite
84631,56,65.07,72.84,Intermediate to Ultramafic Volcanics
84632,56,72.84,74.67,Early Diorite
84633,56,74.67,77.93,Intermediate to Ultramafic Volcanics
84634,56,77.93,79.94,Felsic to Intermediate Dykes
84635,56,79.94,88.14,Intermediate to Ultramafic Volcanics
84636,56,88.14,89.0,Shear Zone
84637,56,89.0,89.61,Intermediate to Ultramafic Volcanics
84638,56,89.61,93.26,Early Diorite
84639,56,93.26,96.37,Intermediate to Ultramafic Volcanics
84640,56,96.37,97.53,Early Diorite
84641,56,97.53,98.14,Shear Zone
84642,56,98.14,111.06,Intermediate to Ultramafic Volcanics
84643,56,111.06,113.69,Early Diorite
84644,56,113.69,122.13,Intermediate to Ultramafic Volcanics
84645,56,122.13,123.23,No Litho
84646,56,123.23,124.2,Intermediate to Ultramafic Volcanics
84647,56,124.2,125.27,No Litho
84648,56,125.27,125.88,Intermediate to Ultramafic Volcanics
86981,59,0.0,10.66,Casing
86982,59,10.66,21.64,Intermediate to Ultramafic Volcanics
86983,59,21.64,23.46,Felsic to Intermediate Dykes
86984,59,23.46,27.43,Early Diorite
86985,59,27.43,37.33,Felsic to Intermediate Dykes
86986,59,37.33,38.7,Shear Zone
86987,59,38.7,55.47,Indifferenciated Tuffs
86988,59,55.47,74.55,Early Diorite
86989,59,74.55,76.16,Intermediate to Ultramafic Volcanics
86990,59,76.16,80.34,Early Diorite
86991,59,80.34,97.07,Intermediate to Ultramafic Volcanics
86992,59,97.07,100.49,Early Diorite
86993,59,100.49,102.47,Shear Zone
86994,59,102.47,103.54,Early Diorite
86995,59,103.54,106.46,Intermediate to Ultramafic Volcanics
86996,59,106.46,107.13,Early Diorite
86997,59,107.13,112.16,Intermediate to Ultramafic Volcanics
86998,59,112.16,115.82,Early Diorite
86999,59,115.82,122.19,Early Diorite
87000,59,122.19,148.74,Intermediate to Ultramafic Volcanics
87001,59,148.74,149.65,No Litho
87002,59,149.65,152.09,Intermediate to Ultramafic Volcanics
87003,59,152.09,191.1,Early Diorite
87004,59,191.1,205.83,Intermediate to Ultramafic Volcanics
87005,59,205.83,208.33,Early Diorite
87006,59,208.33,213.2,Intermediate to Ultramafic Volcanics
87007,59,213.2,229.33,Early Diorite
87008,59,229.33,239.93,Intermediate to Ultramafic Volcanics
87009,59,239.93,248.41,Early Diorite
87010,59,248.41,255.39,Intermediate to Ultramafic Volcanics
87726,6,0.0,4.26,Casing
87727,6,4.26,17.86,Early Diorite
87728,6,17.86,64.0,Early Diorite
87729,6,64.0,65.53,Felsic to Intermediate Dykes
87730,6,65.53,130.45,Early Diorite
87731,60,0.0,11.88,Casing
87732,60,11.88,47.45,Intermediate to Ultramafic Volcanics
87733,60,47.45,51.81,Early Diorite
87734,60,51.81,65.44,Intermediate to Ultramafic Volcanics
87735,60,65.44,69.03,Early Diorite
87736,60,69.03,95.09,Intermediate to Ultramafic Volcanics
87737,60,95.09,99.06,Early Diorite
87738,60,99.06,155.14,Intermediate to Ultramafic Volcanics
87739,60,155.14,158.19,Early Diorite
87740,60,158.19,182.42,Intermediate to Ultramafic Volcanics
88389,61,0.0,16.45,Casing
88390,61,16.45,27.43,Shear Zone
88391,61,27.43,44.19,Intermediate to Ultramafic Volcanics
88392,61,44.19,53.34,Early Diorite
88393,61,53.34,71.62,Intermediate to Ultramafic Volcanics
88394,61,71.62,75.46,Felsic to Intermediate Dykes
88395,61,75.46,78.76,Intermediate to Ultramafic Volcanics
88396,61,78.76,78.94,Felsic to Intermediate Dykes
88397,61,78.94,80.83,Intermediate to Ultramafic Volcanics
88398,61,80.83,85.46,Early Diorite
88399,61,85.46,88.45,Intermediate to Ultramafic Volcanics
88400,61,88.45,91.13,Felsic to Intermediate Dykes
88401,61,91.13,116.43,Intermediate to Ultramafic Volcanics
88402,61,116.43,117.04,Early Diorite
88403,61,117.04,118.26,No Litho
88404,61,118.26,122.22,Intermediate to Ultramafic Volcanics
88405,61,122.22,123.87,Felsic to Intermediate Dykes
88406,61,123.87,126.18,Shear Zone
88407,61,126.18,128.01,Early Diorite
88408,61,128.01,137.16,Shear Zone
88409,61,137.16,140.97,Early Diorite
88410,61,140.97,147.27,Intermediate to Ultramafic Volcanics
88411,61,147.27,150.14,Early Diorite
88412,61,150.14,164.59,Shear Zone
88413,61,164.59,180.01,Intermediate to Ultramafic Volcanics
88414,61,180.01,183.18,Early Diorite
88415,61,183.18,188.73,Intermediate to Ultramafic Volcanics
88416,61,188.73,194.52,Early Diorite
88417,61,194.52,225.76,Intermediate to Ultramafic Volcanics
88418,61,225.76,225.97,Early Diorite
88419,61,225.97,226.77,No Litho
88420,61,226.77,227.07,Early Diorite
88421,61,227.07,231.12,Intermediate to Ultramafic Volcanics
88422,61,231.12,236.22,Felsic to Intermediate Dykes
88423,61,236.22,241.7,Intermediate to Ultramafic Volcanics
88424,61,241.7,242.62,Felsic to Intermediate Dykes
88425,61,242.62,247.19,Early Diorite
88426,61,247.19,248.1,Felsic to Intermediate Dykes
88427,61,248.1,249.47,Intermediate to Ultramafic Volcanics
88428,61,249.47,254.2,Felsic to Intermediate Dykes
88429,61,254.2,271.57,Early Diorite
88430,61,271.57,281.33,Intermediate to Ultramafic Volcanics
89106,62,0.0,6.4,Casing
89107,62,6.4,8.93,Early Diorite
89108,62,8.93,12.67,Intermediate to Ultramafic Volcanics
89109,62,12.67,23.53,Early Diorite
89110,62,23.53,28.28,Intermediate to Ultramafic Volcanics
89111,62,28.28,45.81,Felsic to Intermediate Dykes
89112,62,45.81,53.94,Intermediate to Ultramafic Volcanics
89113,62,53.94,59.13,Felsic to Intermediate Dykes
89114,62,59.13,65.53,Intermediate to Ultramafic Volcanics
89115,62,65.53,80.71,Felsic to Intermediate Dykes
89116,62,80.71,106.37,Intermediate to Ultramafic Volcanics
89117,62,106.37,117.95,Early Diorite
89118,62,117.95,137.0,Intermediate to Ultramafic Volcanics
89672,63,0.0,10.66,Casing
89673,63,10.66,11.76,Intermediate to Ultramafic Volcanics
89674,63,11.76,21.48,Early Diorite
89675,63,21.48,25.14,Intermediate to Ultramafic Volcanics
89676,63,25.14,43.28,Early Diorite
89677,63,43.28,43.76,Felsic to Intermediate Dykes
89678,63,43.76,46.57,Early Diorite
89679,63,46.57,59.43,Intermediate to Ultramafic Volcanics
89680,63,59.43,67.97,Shear Zone
89681,63,67.97,71.62,Intermediate to Ultramafic Volcanics
89682,63,71.62,72.84,Shear Zone
89683,63,72.84,75.59,Intermediate to Ultramafic Volcanics
89684,63,75.59,77.11,Early Diorite
89685,63,77.11,78.54,Felsic to Intermediate Dykes
89686,63,78.54,126.67,Intermediate to Ultramafic Volcanics
89687,63,126.67,128.62,Early Diorite
89688,63,128.62,130.75,Felsic to Intermediate Dykes
89689,63,130.75,170.68,Intermediate to Ultramafic Volcanics
89690,63,170.68,251.46,Early Diorite
90317,640,0.0,1.21,Casing
90318,640,1.21,12.03,Intermediate to Ultramafic Volcanics
90319,640,12.03,13.16,Diorite
90320,640,13.16,32.24,Intermediate to Ultramafic Volcanics
90321,640,32.24,59.49,Diorite
90322,640,59.49,60.96,Intermediate to Ultramafic Volcanics
90367,641,0.0,0.91,Casing
90368,641,0.91,56.35,Intermediate to Ultramafic Volcanics
90369,641,56.35,62.24,Early Diorite
90370,641,62.24,83.94,Diorite
90371,641,83.94,85.34,Intermediate to Ultramafic Volcanics
90405,642,0.0,3.35,Casing
90406,642,3.35,8.13,Diorite
90407,642,8.13,18.65,Intermediate to Ultramafic Volcanics
90408,642,18.65,20.93,Diorite
90409,642,20.93,30.87,Intermediate to Ultramafic Volcanics
90410,642,30.87,55.77,Early Diorite
90502,643,0.0,4.87,Casing
90503,643,4.87,9.02,Diorite
90504,643,9.02,13.56,Intermediate to Ultramafic Volcanics
90505,643,13.56,16.36,Diorite
90506,643,16.36,67.97,Intermediate to Ultramafic Volcanics
90507,643,67.97,70.92,Diorite
90508,643,70.92,81.13,Intermediate to Ultramafic Volcanics
90509,643,81.13,85.95,Early Diorite
90583,644,0.0,2.34,Casing
90584,644,2.34,91.74,Intermediate to Ultramafic Volcanics
90879,649,0.0,4.87,Casing
90880,649,4.87,54.86,Early Diorite
90881,649,54.86,60.5,Early Diorite
90882,649,60.5,78.94,Early Diorite
90972,650,0.0,3.65,Casing
90973,650,3.65,63.12,Early Diorite
90974,650,63.12,64.64,Intermediate to Ultramafic Volcanics
90975,650,64.64,65.95,Early Diorite
90976,650,65.95,71.32,Intermediate to Ultramafic Volcanics
90977,650,71.32,91.89,Diorite
94402,7,0.0,11.58,Casing
94403,7,11.58,15.24,Intermediate to Ultramafic Volcanics
94404,7,15.24,16.76,Felsic to Intermediate Dykes
94405,7,16.76,77.72,Intermediate to Ultramafic Volcanics
94406,7,77.72,80.77,Felsic to Intermediate Dykes
94407,7,80.77,81.38,Intermediate to Ultramafic Volcanics
94408,7,81.38,121.92,No Litho
97986,756,0.0,4.57,Casing
97987,756,4.57,19.35,Intermediate to Ultramafic Volcanics
97988,756,19.35,25.14,Diorite
97989,756,25.14,41.39,Intermediate to Ultramafic Volcanics
97990,756,41.39,42.36,Diorite
97991,756,42.36,53.34,Intermediate to Ultramafic Volcanics
97992,756,53.34,55.07,Early Diorite
97993,756,55.07,56.14,Diorite
97994,756,56.14,59.13,Intermediate to Ultramafic Volcanics
97995,756,59.13,62.45,Diorite
97996,756,62.45,85.19,Intermediate to Ultramafic Volcanics
97997,756,85.19,87.08,Diabase
97998,756,87.08,96.25,Intermediate to Ultramafic Volcanics
97999,756,96.25,106.8,Diorite
98000,756,106.8,108.96,Intermediate to Ultramafic Volcanics
98001,756,108.96,109.63,Diorite
98002,756,109.63,111.55,Intermediate to Ultramafic Volcanics
98003,756,111.55,113.56,Diorite
98004,756,113.56,114.78,Intermediate to Ultramafic Volcanics
98005,756,114.78,126.18,Felsic to Intermediate Dykes
98006,756,126.18,145.54,Diorite
98007,756,145.54,163.22,Intermediate to Ultramafic Volcanics
98008,756,163.22,170.07,Indifferenciated Tuffs
98009,756,170.07,173.73,Early Diorite
98010,756,173.73,188.24,Indifferenciated Tuffs
98011,756,188.24,190.07,Felsic to Intermediate Dykes
98012,756,190.07,193.85,Indifferenciated Tuffs
98013,756,193.85,195.68,Felsic to Intermediate Dykes
98014,756,195.68,199.18,Indifferenciated Tuffs
98015,756,199.18,201.77,Intermediate to Ultramafic Volcanics
98016,756,201.77,208.63,Felsic to Intermediate Dykes
98017,756,208.63,243.23,Intermediate to Ultramafic Volcanics
98018,756,243.23,244.35,Early Diorite
98019,756,244.35,245.54,Intermediate to Ultramafic Volcanics
98020,756,245.54,250.14,Felsic to Intermediate Dykes
98021,756,250.14,261.7,Intermediate to Ultramafic Volcanics
98022,756,261.7,262.79,Felsic to Intermediate Dykes
98023,756,262.79,267.0,Intermediate to Ultramafic Volcanics
98024,756,267.0,269.44,Early Diorite
98025,756,269.44,345.33,Intermediate to Ultramafic Volcanics
98026,756,345.33,346.55,Felsic to Intermediate Dykes
98027,756,346.55,352.28,Intermediate to Ultramafic Volcanics
98028,756,352.28,353.96,Felsic to Intermediate Dykes
98029,756,353.96,365.15,Intermediate to Ultramafic Volcanics
98925,773,0.0,5.48,Casing
